Location,County/Zone,St.,Date,Time,T.Z.,Type,Mag,Dth,Inj,PrD,CrD
CORNLAND,LOGAN CO.,IL,03/12/2006,20:57,CST,Tornado,F2,0,0,0.00K,0.00K
MT PULASKI,LOGAN CO.,IL,03/12/2006,21:00,CST,Tornado,F2,0,0,0.00K,0.00K
GREEN RIDGE,PETTIS CO.,MO,03/12/2006,16:12,CST,Tornado,F2,1,6,2.500M,0.00K
BUTLER,BATES CO.,MO,03/12/2006,19:52,CST,Tornado,F2,0,0,5.00K,0.00K
CREIGHTON,CASS CO.,MO,3/12/2006,20:05,CST,Tornado,F2,0,0,75.00K,0.00K
HOUSTONIA,PETTIS CO.,MO,3/12/2006,20:07,CST,Tornado,F2,0,0,0.00K,0.00K
URICH,HENRY CO.,MO,3/12/2006,20:07,CST,Tornado,F2,1,13,500.00K,0.00K
SWEET SPGS,SALINE CO.,MO,3/12/2006,20:09,CST,Tornado,F2,0,6,3.000M,0.00K
MARSHALL,SALINE CO.,MO,3/12/2006,20:28,CST,Tornado,F3,0,0,75.00K,0.00K
LEETON,JOHNSON CO.,MO,3/12/2006,20:40,CST,Tornado,F2,0,4,2.000M,0.00K
GLASGOW,HOWARD CO.,MO,03/12/2006,20:46,CST,Tornado,F3,0,0,450.00K,0.00K
LA MONTE,PETTIS CO.,MO,03/12/2006,20:57,CST,Tornado,F2,0,0,0.00K,0.00K
EL DORADO SPGS,CEDAR CO.,MO,03/12/2006,21:00,CST,Tornado,F2,1,5,800.00K,0.00K
HIGBEE,RANDOLPH CO.,MO,03/12/2006,21:18,CST,Tornado,F3,4,26,5.000M,0.00K
MIDDLE GROVE,MONROE CO.,MO,03/12/2006,21:33,CST,Tornado,F2,0,0,0.00K,0.00K
MADISON,MONROE CO.,MO,03/12/2006,21:43,CST,Tornado,F4,0,0,0.00K,0.00K
VERONA,LAWRENCE CO.,MO,03/12/2006,22:15,CST,Tornado,F3,1,1,5.000M,0.00K
HERMITAGE,HICKORY CO.,MO,03/12/2006,22:17,CST,Tornado,F3,0,19,1.000M,0.00K
GRAVOIS MILLS,MORGAN CO.,MO,03/12/2006,22:20,CST,Tornado,F2,0,5,850.00K,0.00K
CLEVER,CHRISTIAN CO.,MO,03/12/2006,22:25,CST,Tornado,F3,0,3,50.000M,0.00K
BATTLEFIELD,GREENE CO.,MO,03/12/2006,22:44,CST,Tornado,F2,0,4,650.00K,0.00K
FORDLAND,WEBSTER CO.,MO,03/12/2006,23:03,CST,Tornado,F2,0,13,700.00K,0.00K
DIGGINS,WEBSTER CO.,MO,03/12/2006,23:15,CST,Tornado,F3,0,0,0.00K,0.00K
HARTVILLE,WRIGHT CO.,MO,03/12/2006,23:25,CST,Tornado,F2,0,0,450.00K,0.00K
JONESBURG,MONTGOMERY CO.,MO,03/13/2006,0:00,CST,Tornado,F3,0,1,800.00K,0.00K
GUTHRIE,CALLAWAY CO.,MO,03/13/2006,0:30,CST,Tornado,F2,0,2,0.00K,0.00K
BELLFLOWER,MONTGOMERY CO.,MO,03/13/2006,1:20,CST,Tornado,F2,0,0,200.00K,0.00K
OLNEY,LINCOLN CO.,MO,03/13/2006,1:28,CST,Tornado,F3,0,6,2.500M,0.00K
FILLMORE,ANDREW CO.,MO,03/30/2006,19:10,CST,Tornado,F2,0,8,800.00K,0.00K
GREENWOOD,JOHNSON CO.,IN,03/31/2006,19:20,EST,Tornado,F2,0,0,3.000M,0.00K
SHELBYVILLE,SHELBY CO.,IN,03/31/2006,19:30,EST,Tornado,F2,0,1,5.000M,0.00K
OHIO CITY,VAN WERT CO.,OH,03/31/2006,19:38,EST,Tornado,F2,0,0,1.000M,0.00K
FAIRVIEW HGTS,ST. CLAIR CO.,IL,04/02/2006,16:15,CST,Tornado,F2,1,11,0.00K,0.00K
HILLSBORO,MONTGOMERY CO.,IL,04/02/2006,16:50,CST,Tornado,F2,0,0,0.00K,0.00K
MACON,MACON CO.,IL,04/02/2006,17:30,CST,Tornado,F2,0,0,0.00K,0.00K
PITTSBURG,VAN BUREN CO.,IA,04/02/2006,15:03,CST,Tornado,F2,0,0,30.00K,0.00K
WASHINGTON,WASHINGTON CO.,IA,04/02/2006,15:46,CST,Tornado,F2,0,0,25.00K,0.00K
PERRY,RALLS CO.,MO,04/02/2006,15:25,CST,Tornado,F2,0,0,0.00K,0.00K
SENATH,DUNKLIN CO.,MO,4/2/2006,17:37,CST,Tornado,F3,0,0,1.500M,0.00K
DEERING,PEMISCOT CO.,MO,4/2/2006,17:54,CST,Tornado,F3,2,130,60.000M,0.00K
MATHERVILLE,MERCER CO.,IL,04/13/2006,21:07,CST,Tornado,F2,0,0,30.00K,0.00K
IOWA CITY,JOHNSON CO.,IA,04/13/2006,19:29,CST,Tornado,F2,0,30,12.000M,0.00K
STEWARTSVILLE,DE KALB CO.,MO,4/15/2006,19:43,CST,Tornado,F2,0,0,75.00K,0.00K
WYMORE,GAGE CO.,NE,04/15/2006,15:33,CST,Tornado,F2,0,0,4.500M,0.00K
DIETERICH,EFFINGHAM CO.,IL,04/16/2006,16:09,CST,Tornado,F2,0,0,0.00K,0.00K
WHEELER,JASPER CO.,IL,04/16/2006,16:18,CST,Tornado,F2,0,0,0.00K,0.00K
OTWELL,PIKE CO.,IN,05/25/2006,15:06,CST,Tornado,F2,0,0,1.000M,0.00K
MT HOPE,HOLMES CO.,OH,06/22/2006,16:30,EST,Tornado,F2,0,0,750.00K,0.00K
BUTTERFIELD,WATONWAN CO.,MN,08/01/2006,18:14,CST,Tornado,F3,0,0,2.000M,0.00K
WARROAD,ROSEAU CO.,MN,08/05/2006,18:02,CST,Tornado,F3,0,0,20.000M,0.00K
NICOLLET,NICOLLET CO.,MN,08/24/2006,16:30,CST,Tornado,F3,0,7,3.500M,0.00K
KASOTA,LE SUEUR CO.,MN,08/24/2006,17:00,CST,Tornado,F3,1,30,20.000M,4.000M
UNDERWOOD,MCLEAN CO.,ND,08/24/2006,12:55,CST,Tornado,F2,0,0,200.00K,0.00K
EUREKA,MCPHERSON CO.,SD,08/24/2006,16:03,CST,Tornado,F3,0,1,0.00K,0.00K
MILLER,HAND CO.,SD,08/24/2006,17:07,CST,Tornado,F2,0,0,0.00K,0.00K
VAYLAND,HAND CO.,SD,08/24/2006,17:28,CST,Tornado,F2,0,0,0.00K,0.00K
WESSINGTON,BEADLE CO.,SD,08/24/2006,17:37,CST,Tornado,F3,0,2,15.000M,0.00K
HURON,BEADLE CO.,SD,08/24/2006,18:18,CST,Tornado,F2,0,0,2.000M,0.00K
SURPRISE,BUTLER CO.,NE,09/15/2006,19:05,CST,Tornado,F2,0,0,0.00K,0.00K
ROGERS,HENNEPIN CO.,MN,09/16/2006,20:52,CST,Tornado,F2,1,0,30.000M,0.00K
BRIDGEWATER,MCCOOK CO.,SD,09/16/2006,15:10,CST,Tornado,F2,0,0,100.00K,0.00K
METROPOLIS MUNI ARPT,MASSAC CO.,IL,09/22/2006,14:20,CST,Tornado,F3,0,2,500.00K,0.00K
GORHAM,JACKSON CO.,IL,09/22/2006,15:25,CST,Tornado,F2,0,1,800.00K,0.00K
OATES,REYNOLDS CO.,MO,9/22/2006,13:42,CST,Tornado,F2,0,0,0.00K,0.00K
ROSELLE,MADISON CO.,MO,9/22/2006,14:30,CST,Tornado,F2,0,1,0.00K,0.00K
SILVER LAKE,PERRY CO.,MO,9/22/2006,14:49,CST,Tornado,F2,0,0,150.00K,0.00K
PERRYVILLE,PERRY CO.,MO,09/22/2006,15:13,CST,Tornado,F4,0,5,7.000M,0.00K
PILOT KNOB,IRON CO.,MO,09/22/2006,16:02,CST,Tornado,F2,0,0,0.00K,0.00K
CAULFIELD,HOWELL CO.,MO,03/01/2007,6:25,CST-6,Tornado,EF3,1,0,750.00K,0.00K
GRANT,PERKINS CO.,NE,03/28/2007,18:20,MST-7,Tornado,EF2,0,0,1.200M,0.00K
ARCADIA,HAMILTON CO.,IN,04/11/2007,18:25,EST-5,Tornado,EF2,0,0,150.00K,0.00K
MOOREFIELD,FRONTIER CO.,NE,04/20/2007,20:16,CST-6,Tornado,EF2,0,0,240.00K,0.00K
BRADY,LINCOLN CO.,NE,04/20/2007,20:25,CST-6,Tornado,EF3,0,2,180.00K,0.00K
GOTHENBURG,DAWSON CO.,NE,04/20/2007,21:02,CST-6,Tornado,EF2,0,9,2.500M,50.00K
RED OAK,MONTGOMERY CO.,IA,05/05/2007,19:40,CST-6,Tornado,EF2,0,0,0.00K,0.00K
MACEDONIA,POTTAWATTAMIE CO.,IA,05/05/2007,19:46,CST-6,Tornado,EF2,0,0,0.00K,0.00K
CROFTON,KNOX CO.,NE,05/05/2007,16:43,CST-6,Tornado,EF2,0,3,1.000M,0.00K
TYNDALL,BON HOMME CO.,SD,05/05/2007,15:33,CST-6,Tornado,EF2,0,0,50.00K,0.00K
HOWARD,MINER CO.,SD,05/05/2007,15:35,CST-6,Tornado,EF2,0,0,20.00K,0.00K
TYNDALL,BON HOMME CO.,SD,05/05/2007,15:43,CST-6,Tornado,EF2,0,0,100.00K,0.00K
PLANKINTON,AURORA CO.,SD,05/05/2007,17:05,CST-6,Tornado,EF3,0,0,300.00K,0.00K
LESTERVILLE,YANKTON CO.,SD,05/05/2007,17:17,CST-6,Tornado,EF2,0,0,100.00K,0.00K
SPENCER,MCCOOK CO.,SD,05/05/2007,18:23,CST-6,Tornado,EF2,0,0,50.00K,0.00K
FARMER,HANSON CO.,SD,05/05/2007,18:29,CST-6,Tornado,EF2,0,0,10.00K,0.00K
GRISWOLD,CASS CO.,IA,05/06/2007,1:40,CST-6,Tornado,EF2,0,0,1.000M,0.00K
GRANDVIEW,LOUISA CO.,IA,06/01/2007,11:07,CST-6,Tornado,EF3,0,1,1.000M,0.00K
FRUITLAND,MUSCATINE CO.,IA,06/01/2007,11:14,CST-6,Tornado,EF3,0,6,15.000M,0.00K
SPRINGBROOK,JACKSON CO.,IA,06/01/2007,13:28,CST-6,Tornado,EF2,0,0,3.250M,0.00K
PELICAN RAPIDS,OTTER TAIL CO.,MN,06/07/2007,13:10,CST-6,Tornado,EF2,0,0,0.00K,0.00K
CUMMING,WARREN CO.,IA,06/22/2007,15:35,CST-6,Tornado,EF2,0,0,700.00K,15.00K
EMBDEN,CASS CO.,ND,07/15/2007,18:16,CST-6,Tornado,EF2,0,0,250.00K,0.00K
SHELDON,RANSOM CO.,ND,07/15/2007,18:46,CST-6,Tornado,EF2,0,0,1.000M,500.00K
TOWER CITY,CASS CO.,ND,07/15/2007,20:20,CST-6,Tornado,EF2,0,0,2.500M,0.00K
CHARLOTTE,EATON CO.,MI,08/24/2007,15:25,EST-5,Tornado,EF3,0,5,40.000M,0.00K
FOWLERVILLE,LIVINGSTON CO.,MI,08/24/2007,16:30,EST-5,Tornado,EF2,0,0,7.000M,0.00K
FENTON,GENESEE CO.,MI,08/24/2007,16:49,EST-5,Tornado,EF2,0,1,13.000M,0.00K
ELDRED,POLK CO.,MN,08/26/2007,21:04,CST-6,Tornado,EF2,0,0,0.00K,0.00K
ANETA,NELSON CO.,ND,08/26/2007,19:04,CST-6,Tornado,EF3,0,0,0.00K,0.00K
LOGAN CENTER,GRAND FORKS CO.,ND,08/26/2007,19:14,CST-6,Tornado,EF3,0,0,0.00K,0.00K
NORTHWOOD,GRAND FORKS CO.,ND,08/26/2007,19:42,CST-6,Tornado,EF4,1,18,50.000M,2.000M
REYNOLDS,GRAND FORKS CO.,ND,08/26/2007,21:00,CST-6,Tornado,EF2,0,0,0.00K,0.00K
PEORIA,MAHASKA CO.,IA,09/30/2007,17:27,CST-6,Tornado,EF2,0,0,500.00K,250.00K
SULLY MUNI ARPT,JASPER CO.,IA,9/30/2007,17:31,CST-6,Tornado,EF2,0,0,1.000M,500.00K
SEARSBORO,POWESHIEK CO.,IA,9/30/2007,17:37,CST-6,Tornado,EF2,0,0,2.500M,1.000M
WOODLAWN,MONROE CO.,MO,10/02/2007,15:45,CST-6,Tornado,EF2,0,1,60.00K,0.00K
GRANVILLE,MONROE CO.,MO,10/17/2007,23:05,CST-6,Tornado,EF2,2,0,50.00K,0.00K
VESTA,CLARK CO.,IN,10/18/2007,21:03,EST-5,Tornado,EF3,0,0,1.000M,10.00K
INWOOD,MARSHALL CO.,IN,10/18/2007,21:05,EST-5,Tornado,EF2,0,0,600.00K,0.00K
NAPPANEE,KOSCIUSKO CO.,IN,10/18/2007,21:13,EST-5,Tornado,EF2,0,0,3.000M,0.00K
NAPPANEE,ELKHART CO.,IN,10/18/2007,21:19,EST-5,Tornado,EF3,0,0,11.000M,0.00K
LACHINE,ALPENA CO.,MI,10/18/2007,17:25,EST-5,Tornado,EF2,0,0,240.00K,0.00K
CROFTON,KALKASKA CO.,MI,10/18/2007,18:35,EST-5,Tornado,EF2,1,1,1.100M,0.00K
LUZERNE,OSCODA CO.,MI,10/18/2007,19:12,EST-5,Tornado,EF2,0,0,1.350M,0.00K
HUBBARD LAKE,ALPENA CO.,MI,10/18/2007,20:00,EST-5,Tornado,EF2,0,0,245.00K,0.00K
VANTOWN,INGHAM CO.,MI,10/18/2007,21:28,EST-5,Tornado,EF2,2,0,15.000M,0.00K
PIONEER,BARRY CO.,MO,01/07/2008,17:06,CST-6,Tornado,EF2,0,0,500.00K,0.00K
REPUBLIC,GREENE CO.,MO,01/07/2008,17:57,CST-6,Tornado,EF2,0,0,2.000M,0.00K
MULROY,GREENE CO.,MO,01/07/2008,18:29,CST-6,Tornado,EF3,1,0,1.000M,0.00K
CADDO,WEBSTER CO.,MO,01/07/2008,18:35,CST-6,Tornado,EF3,2,6,10.000M,0.00K
CONWAY,LACLEDE CO.,MO,01/07/2008,19:01,CST-6,Tornado,EF3,0,12,8.000M,0.00K
MULROY,GREENE CO.,MO,01/07/2008,19:32,CST-6,Tornado,EF2,0,0,1.000M,0.00K
HOLMAN,WEBSTER CO.,MO,01/07/2008,19:42,CST-6,Tornado,EF2,0,0,1.000M,0.00K
HOOKER,PULASKI CO.,MO,01/07/2008,20:06,CST-6,Tornado,EF3,0,3,1.000M,0.00K
POWELLVILLE,PHELPS CO.,MO,01/07/2008,20:09,CST-6,Tornado,EF3,0,0,110.00K,0.00K
PHILLIPSBURG,LACLEDE CO.,MO,01/07/2008,21:00,CST-6,Tornado,EF2,0,0,100.00K,0.00K
STEWARTSVILLE,POSEY CO.,IN,01/29/2008,17:07,CST-6,Tornado,EF2,2,0,200.00K,0.00K
CRAWLEYVILLE,GIBSON CO.,IN,01/29/2008,17:10,CST-6,Tornado,EF2,0,0,50.00K,0.00K
FISK,BUTLER CO.,MO,02/05/2008,20:18,CST-6,Tornado,EF2,0,0,150.00K,0.00K
FOOSE,DALLAS CO.,MO,03/31/2008,13:17,CST-6,Tornado,EF2,0,3,1.000M,0.00K
LEBANON,LACLEDE CO.,MO,03/31/2008,13:46,CST-6,Tornado,EF2,0,0,500.00K,0.00K
LEBANON,VAN BUREN CO.,IA,4/10/2008,17:16,CST-6,Tornado,EF2,0,0,150.00K,0.00K
WEST LIBERTY,MUSCATINE CO.,IA,04/25/2008,14:15,CST-6,Tornado,EF2,0,0,200.00K,0.00K
ROCK VLY,SIOUX CO.,IA,05/01/2008,17:59,CST-6,Tornado,EF2,0,0,500.00K,0.00K
LIBERTY MITCHELL ARP,CLAY CO.,MO,05/02/2008,0:56,CST-6,Tornado,EF3,0,0,4.000M,0.00K
GASHLAND,CLAY CO.,MO,05/02/2008,1:03,CST-6,Tornado,EF2,0,0,10.000M,0.00K
HORNET,NEWTON CO.,MO,05/10/2008,16:54,CST-6,Tornado,EF4,14,200,35.000M,0.00K
PIONEER,BARRY CO.,MO,05/10/2008,17:31,CST-6,Tornado,EF2,1,0,10.000M,0.00K
FERN,GRUNDY CO.,IA,05/25/2008,15:48,CST-6,Tornado,EF2,0,0,300.00K,2.00K
APLINGTON,BUTLER CO.,IA,05/25/2008,15:50,CST-6,Tornado,EF5,9,50,75.000M,75.00K
BENSON,BLACK HAWK CO.,IA,05/25/2008,16:16,CST-6,Tornado,EF2,0,20,25.000M,155.00K
FAIRBANK,BUCHANAN CO.,IA,05/25/2008,17:05,CST-6,Tornado,EF3,0,3,1.000M,0.00K
CENTERVILLE,ANOKA CO.,MN,05/25/2008,15:55,CST-6,Tornado,EF3,0,0,300.00K,0.00K
HUGO,WASHINGTON CO.,MN,05/25/2008,15:58,CST-6,Tornado,EF3,1,17,25.000M,0.00K
FUNK,PHELPS CO.,NE,05/29/2008,16:16,CST-6,Tornado,EF2,0,0,75.00K,0.00K
KEARNEY,BUFFALO CO.,NE,05/29/2008,16:26,CST-6,Tornado,EF2,0,0,11.000M,500.00K
AARON ARPT,HAMILTON CO.,NE,05/29/2008,18:02,CST-6,Tornado,EF2,0,0,20.00K,100.00K
REYNOLDS,JEFFERSON CO.,NE,05/29/2008,21:30,CST-6,Tornado,EF2,0,0,1.750M,0.00K
PICKRELL,GAGE CO.,NE,05/29/2008,22:25,CST-6,Tornado,EF2,0,0,750.00K,0.00K
LAWRENCE,MARION CO.,IN,05/30/2008,21:27,EST-5,Tornado,EF2,0,18,29.000M,0.00K
COLUMBIA,MARION CO.,IA,05/30/2008,4:07,CST-6,Tornado,EF2,0,10,750.00K,25.00K
ARCADIA,HANCOCK CO.,OH,5/31/2008,0:29,EST-5,Tornado,EF2,0,6,1.000M,0.00K
MOSCOW,RUSH CO.,IN,06/03/2008,20:12,EST-5,Tornado,EF3,1,8,1.000M,0.00K
PEOGA,BROWN CO.,IN,06/03/2008,20:24,EST-5,Tornado,EF2,0,0,200.00K,0.00K
PRINCES LAKES,JOHNSON CO.,IN,06/03/2008,20:30,EST-5,Tornado,EF2,0,3,23.000M,0.00K
ROSE,ROCK CO.,NE,06/05/2008,14:40,CST-6,Tornado,EF2,0,0,50.00K,10.00K
STUART,HOLT CO.,NE,06/05/2008,15:00,CST-6,Tornado,EF2,0,0,150.00K,15.00K
(FNB)BRENER FLD FALL,RICHARDSON CO.,NE,06/05/2008,18:39,CST-6,Tornado,EF2,0,0,0.00K,0.00K
BALTIC,MINNEHAHA CO.,SD,06/05/2008,19:42,CST-6,Tornado,EF2,0,0,0.00K,0.00K
MENAHGA,WADENA CO.,MN,06/06/2008,8:14,CST-6,Tornado,EF2,0,1,5.000M,500.00K
HUBBARD,HUBBARD CO.,MN,06/06/2008,8:20,CST-6,Tornado,EF2,0,1,5.000M,800.00K
DORSET,HUBBARD CO.,MN,06/06/2008,8:37,CST-6,Tornado,EF3,0,0,0.00K,0.00K
GODLEY,WILL CO.,IL,06/07/2008,16:19,CST-6,Tornado,EF2,0,0,500.00K,0.00K
WILTON,WILL CO.,IL,06/07/2008,16:51,CST-6,Tornado,EF2,0,0,50.00K,0.00K
ANDRES,WILL CO.,IL,06/07/2008,16:55,CST-6,Tornado,EF2,0,0,500.00K,0.00K
MONEE,WILL CO.,IL,06/07/2008,17:13,CST-6,Tornado,EF2,0,6,5.500M,0.00K
PARK FOREST SOUTH,COOK CO.,IL,06/07/2008,17:19,CST-6,Tornado,EF2,0,0,4.000M,0.00K
GRETNA,SARPY CO.,NE,06/08/2008,1:10,CST-6,Tornado,EF2,0,0,0.00K,0.00K
OMAHA MILLARD ARPT,DOUGLAS CO.,NE,06/08/2008,1:22,CST-6,Tornado,EF2,0,3,0.00K,0.00K
CALUMET,O'BRIEN CO.,IA,06/11/2008,17:06,CST-6,Tornado,EF2,0,0,200.00K,0.00K
RIVER SIOUX,HARRISON CO.,IA,06/11/2008,17:27,CST-6,Tornado,EF2,0,0,0.00K,0.00K
BLENCOE,MONONA CO.,IA,06/11/2008,17:36,CST-6,Tornado,EF3,4,48,0.00K,0.00K
ROYAL,CLAY CO.,IA,06/11/2008,17:40,CST-6,Tornado,EF2,0,0,300.00K,0.00K
SAN HAVEN,ROLETTE CO.,ND,07/07/2008,13:50,CST-6,Tornado,EF3,0,3,1.500M,0.00K
ARMOURDALE,TOWNER CO.,ND,07/07/2008,14:45,CST-6,Tornado,EF3,0,0,5.00K,5.00K
BEAULIEU,MAHNOMEN CO.,MN,07/11/2008,15:00,CST-6,Tornado,EF2,0,0,500.00K,100.00K
PRIAM,KANDIYOHI CO.,MN,07/11/2008,17:26,CST-6,Tornado,EF3,0,2,0.00K,0.00K
GRIFFITH,LAKE CO.,IN,08/04/2008,19:27,CST-6,Tornado,EF2,0,0,1.000M,0.00K
PLYMOUTH,WAYNE CO.,MI,09/13/2008,20:18,EST-5,Tornado,EF2,0,0,250.00K,0.00K
ROSEDALE,JERSEY CO.,IL,03/08/2009,9:56,CST-6,Tornado,EF2,0,0,0.00K,0.00K
MC KINLEY,WASHINGTON CO.,IL,03/08/2009,10:46,CST-6,Tornado,EF2,0,0,0.00K,0.00K
ENTERPRISE,WAYNE CO.,IL,03/08/2009,11:58,CST-6,Tornado,EF2,0,0,90.00K,0.00K
FAYETTEVILLE,LAWRENCE CO.,IN,03/08/2009,14:37,EST-5,Tornado,EF3,0,1,420.00K,0.00K
MISSOURI VLY,HARRISON CO.,IA,03/23/2009,17:03,CST-6,Tornado,EF2,0,0,0.00K,0.00K
(ONL)O NEILL ARPT,HOLT CO.,NE,03/23/2009,14:24,CST-6,Tornado,EF2,0,0,20.00K,0.00K
HOLLAND,LANCASTER CO.,NE,03/23/2009,15:36,CST-6,Tornado,EF2,0,0,0.00K,0.00K
MERRITT,DOUGLAS CO.,MO,05/08/2009,7:39,CST-6,Tornado,EF2,0,0,200.00K,0.00K
GOODHOPE,DOUGLAS CO.,MO,05/08/2009,7:39,CST-6,Tornado,EF2,0,0,20.00K,0.00K
MARCH,DALLAS CO.,MO,05/08/2009,7:41,CST-6,Tornado,EF2,0,2,2.000M,0.00K
JONES LEBANON ARPT,LACLEDE CO.,MO,05/08/2009,8:25,CST-6,Tornado,EF2,0,0,500.00K,0.00K
OLDEN,HOWELL CO.,MO,05/08/2009,8:28,CST-6,Tornado,EF3,0,0,500.00K,0.00K
TRASK,HOWELL CO.,MO,05/08/2009,8:35,CST-6,Tornado,EF2,0,0,2.000M,0.00K
BLUE SPGS,SHANNON CO.,MO,05/08/2009,8:44,CST-6,Tornado,EF2,0,0,50.00K,13.000M
KIRKSVILLE,ADAIR CO.,MO,05/13/2009,17:09,CST-6,Tornado,EF2,2,6,5.000M,0.00K
HAUBSTADT,GIBSON CO.,IN,05/14/2009,2:25,CST-6,Tornado,EF2,0,0,300.00K,0.00K
SHILOH,ST. CLAIR CO.,IL,06/08/2009,16:30,CST-6,Tornado,EF2,0,0,0.00K,0.00K
RAMSEY,MOWER CO.,MN,06/17/2009,19:00,CST-6,Tornado,EF2,0,1,2.000M,30.00K
MURPHY,HAMILTON CO.,NE,06/17/2009,19:59,CST-6,Tornado,EF2,0,0,250.00K,75.00K
CHICORA,ALLEGAN CO.,MI,06/19/2009,20:38,EST-5,Tornado,EF2,0,0,250.00K,0.00K
RICHLAND JCT,KALAMAZOO CO.,MI,06/19/2009,21:08,EST-5,Tornado,EF2,0,0,40.00K,0.00K
NEWPORT,ROCK CO.,NE,06/24/2009,22:43,CST-6,Tornado,EF2,0,0,200.00K,15.00K
DICKINSON,STARK CO.,ND,07/08/2009,19:15,MST-7,Tornado,EF3,0,2,20.000M,0.00K
CROOKSTON,CHERRY CO.,NE,07/13/2009,20:20,CST-6,Tornado,EF2,0,0,25.00K,0.00K
SWIFT FALLS,SWIFT CO.,MN,07/14/2009,15:21,CST-6,Tornado,EF2,0,0,250.00K,50.00K
GILCHRIST,POPE CO.,MN,07/14/2009,15:30,CST-6,Tornado,EF2,0,0,250.00K,50.00K
PROUTY,SANGAMON CO.,IL,08/19/2009,13:51,CST-6,Tornado,EF2,0,3,4.000M,330.00K
WILLIAMSVILLE,SANGAMON CO.,IL,08/19/2009,14:19,CST-6,Tornado,EF3,0,17,11.000M,75.00K
ELKHART,LOGAN CO.,IL,08/19/2009,14:26,CST-6,Tornado,EF3,0,2,7.200M,1.000M
CHESTERTON,PORTER CO.,IN,08/19/2009,18:32,CST-6,Tornado,EF2,0,0,1.500M,0.00K
MERRIMAC,MONROE CO.,IL,04/30/2010,19:50,CST-6,Tornado,EF2,0,0,0.00K,0.00K
NORDEN,KEYA PAHA CO.,NE,05/22/2010,20:30,CST-6,Tornado,EF2,0,0,120.00K,0.00K
JAVA,WALWORTH CO.,SD,05/22/2010,17:21,CST-6,Tornado,EF2,0,0,0.00K,0.00K
BOWDLE,EDMUNDS CO.,SD,05/22/2010,17:29,CST-6,Tornado,EF4,0,0,0.00K,0.00K
IPSWICH TAYLOR ARPT,EDMUNDS CO.,SD,05/22/2010,19:01,CST-6,Tornado,EF2,0,0,0.00K,0.00K
LONG LAKE COLONY,MCPHERSON CO.,SD,05/22/2010,19:12,CST-6,Tornado,EF2,0,0,0.00K,0.00K
HOUGHTON,BROWN CO.,SD,05/22/2010,20:10,CST-6,Tornado,EF2,0,0,0.00K,0.00K
WINNER,TRIPP CO.,SD,05/22/2010,20:11,CST-6,Tornado,EF2,0,0,80.00K,0.00K
PLAINVIEW,MEADE CO.,SD,05/24/2010,12:24,MST-7,Tornado,EF2,0,0,100.00K,0.00K
USTA,PERKINS CO.,SD,05/24/2010,13:34,MST-7,Tornado,EF2,0,0,100.00K,0.00K
MEADOW,PERKINS CO.,SD,05/24/2010,13:55,MST-7,Tornado,EF2,0,0,100.00K,0.00K
TINGLEY,RINGGOLD CO.,IA,06/01/2010,16:08,CST-6,Tornado,EF2,0,0,4.000M,10.00K
DOUGLAS,KNOX CO.,IL,6/5/2010,18:56,CST-6,Tornado,EF2,0,0,420.00K,50.00K
ELMWOOD,PEORIA CO.,IL,6/5/2010,19:04,CST-6,Tornado,EF2,0,0,85.000M,0.00K
PUTNAM,PUTNAM CO.,IL,6/5/2010,19:10,CST-6,Tornado,EF2,0,0,1.000M,0.00K
EAST WENONA,LA SALLE CO.,IL,6/5/2010,19:35,CST-6,Tornado,EF2,0,17,7.000M,0.00K
PEKIN JCT,TAZEWELL CO.,IL,6/5/2010,19:51,CST-6,Tornado,EF2,0,0,560.00K,30.00K
METAMORA,WOODFORD CO.,IL,6/5/2010,19:53,CST-6,Tornado,EF2,0,0,70.00K,0.00K
MISSAL,LIVINGSTON CO.,IL,6/5/2010,19:58,CST-6,Tornado,EF3,0,0,750.00K,0.00K
SUNBURY,LIVINGSTON CO.,IL,6/5/2010,20:12,CST-6,Tornado,EF2,1,13,3.000M,0.00K
AROMA PARK,KANKAKEE CO.,IL,6/5/2010,21:18,CST-6,Tornado,EF3,0,1,600.00K,0.00K
BARODA,BERRIEN CO.,MI,06/05/2010,22:28,EST-5,Tornado,EF2,0,0,150.00K,0.00K
DOWAGIAC,CASS CO.,MI,06/05/2010,22:59,EST-5,Tornado,EF2,0,0,100.00K,0.00K
CONSTANTINE,ST. JOSEPH CO.,MI,06/05/2010,23:32,EST-5,Tornado,EF2,0,0,300.00K,0.00K
SOUTH DELTA,FULTON CO.,OH,06/05/2010,21:38,EST-5,Tornado,EF2,0,0,500.00K,0.00K
MOLINE,WOOD CO.,OH,06/05/2010,22:20,EST-5,Tornado,EF4,7,28,100.000M,0.00K
CLAY CENTER,OTTAWA CO.,OH,06/05/2010,22:30,EST-5,Tornado,EF3,0,0,2.400M,0.00K
LINCOLN,CASS CO.,IN,6/6/2010,0:41,EST-5,Tornado,EF2,0,1,125.00K,0.00K
(GUS)GRISSOM AFB PER,MIAMI CO.,IN,6/6/2010,0:42,EST-5,Tornado,EF3,0,0,750.00K,0.00K
REA,MONROE CO.,MI,06/06/2010,1:11,EST-5,Tornado,EF2,0,11,50.000M,0.00K
DUPREE,ZIEBACH CO.,SD,06/16/2010,17:33,MST-7,Tornado,EF2,0,2,750.00K,0.00K
